2019,Вінницька область,199
2019,Волинська область,200
2019,Дніпропетровська область,199
2019,Донецька область,199
2019,Житомирська область,199
2019,Закарпатська область,199
2019,Запорізька область,198
2019,Івано-Франківська область,200
2019,Київська область,198
2019,Кіровоградська область,198
2019,Луганська область,199
2019,Львівська область,200
2019,м.Київ,200
2019,Миколаївська область,200
2019,Одеська область,200
2019,Полтавська область,199
2019,Рівненська область,200
2019,Сумська область,200
2019,Тернопільська область,200
2019,Харківська область,200
2019,Херсонська область,198
2019,Хмельницька область,198
2019,Черкаська область,199
2019,Чернівецька область,198
2019,Чернігівська область,198
2020,Вінницька область,199
2020,Волинська область,200
2020,Дніпропетровська область,200
2020,Донецька область,200
2020,Житомирська область,200
2020,Закарпатська область,200
2020,Запорізька область,200
2020,Івано-Франківська область,200
2020,Київська область,200
2020,Кіровоградська область,200
2020,Луганська область,200
2020,Львівська область,200
2020,м.Київ,200
2020,Миколаївська область,200
2020,Одеська область,200
2020,Полтавська область,200
2020,Рівненська область,200
2020,Сумська область,200
2020,Тернопільська область,200
2020,Харківська область,200
2020,Херсонська область,199
2020,Хмельницька область,200
2020,Черкаська область,200
2020,Чернівецька область,199
2020,Чернігівська область,200
